desktop_id,repos
patchmatrix,extra
pavucontrol-qt,extra
pcmanfm,extra
pcmanfm-desktop-pref,extra
pcmanfm-qt,extra
pcmanfm-qt-desktop-pref,extra
peazip,extra
peazip-add-to-archive,extra
peazip-extract,extra
performous,extra
photoflare,extra
phototonic,extra
picom,extra
pingus,extra
plank,extra
plasma-bigscreen-swap-session,extra
plastic,extra
playitslowly,extra
pluma,extra
pmchart,extra
policyeditor,extra
polkit-gnome-authentication-agent-1,extra
posterazor,extra
pqiv,extra
praat,extra
pragha,extra
projectM-pulseaudio,extra
protege,extra
proton-bridge,extra
proton.vpn.app.gtk,extra
protontricks,extra
protontricks-launch,extra
psensor,extra
psi,extra
pt2-clone,extra
pto_gen,extra
putty,extra
puzzles-blackbox,extra
puzzles-bridges,extra
puzzles-cube,extra
puzzles-dominosa,extra
puzzles-fifteen,extra
puzzles-filling,extra
puzzles-flip,extra
puzzles-flood,extra
puzzles-galaxies,extra
puzzles-guess,extra
puzzles-inertia,extra
puzzles-keen,extra
puzzles-lightup,extra
puzzles-loopy,extra
puzzles-magnets,extra
puzzles-map,extra
puzzles-mines,extra
puzzles-mosaic,extra
puzzles-net,extra
puzzles-netslide,extra
puzzles-palisade,extra
puzzles-pattern,extra
puzzles-pearl,extra
puzzles-pegs,extra
puzzles-range,extra
puzzles-rect,extra
puzzles-samegame,extra
puzzles-signpost,extra
puzzles-singles,extra
puzzles-sixteen,extra
puzzles-slant,extra
puzzles-solo,extra
puzzles-tents,extra
puzzles-towers,extra
puzzles-tracks,extra
puzzles-twiddle,extra
puzzles-undead,extra
puzzles-unequal,extra
puzzles-unruly,extra
puzzles-untangle,extra
pycharm,extra
pychess,extra
pysol,extra
qFlipper,extra
qalculate-gtk,extra
qasconfig,extra
qashctl,extra
qasmixer,extra
qcachegrind,extra
qcad,extra
qdbusviewer,extra
qemu,extra
qgit,extra
qgo,extra
qmapshack,extra
qmaptool,extra
qmidiarp,extra
qmidiroute,extra
qmmp,extra
qmmp-dir,extra
qmmp-enqueue,extra
qopenvpn,extra
qps,extra
qreator,extra
qspectrumanalyzer,extra
qstardict,extra
qt5ct,extra
qt6ct,extra
qterminal,extra
qterminal-drop,extra
qtikz,extra
qtpass,extra
quake,extra
quassel,extra
quasselclient,extra
qv4l2,extra
qvidcap,extra
r,extra
radicle-desktop,extra
rage,extra
ranger,extra
rawtherapee,extra
re.fossplant.songrec,extra
re.rizin.cutter,extra
re.sonny.Commit,extra
re.sonny.Junction,extra
re.sonny.Tangram,extra
recoll-searchgui,extra
rednotebook,extra
redshift,extra
redshift-gtk,extra
remote-viewer,extra
renderdoc,extra
rfdump,extra
rio,extra
rmpc,extra
roboden,extra
rocksndiamonds,extra
rocqide,extra
rofi,extra
rofi-theme-selector,extra
root,extra
rqbit-desktop,extra
rygel,extra
rygel-preferences,extra
sakura,extra
satty,extra
sauerbraten,extra
sc-controller,extra
scantailor-advanced,extra
schismtracker,extra
scim-setup,extra
scratch,extra
scrcpy,extra
scrcpy-console,extra
screengrab,extra
screenkey,extra
scribus,extra
se.sjoerd.Graphs,extra
senpai,extra
servatrice,extra
sessioninstaller,extra
setbfree,extra
shattered-pixel-dungeon,extra
shutter,extra
sigil,extra
signal,extra
signon-ui,extra
simutrans,extra
singularity,extra
slideshow,extra
slimevolley,extra
sm,extra
sm.puri.Chatty,extra
sm.puri.OSK0,extra
sm.puri.Squeekboard,extra
smjack,extra
smplayer,extra
smplayer_enqueue,extra
snes9x-gtk,extra
sniffnet,extra
sol,extra
solaar,extra
sonic-visualiser,extra
soundconverter,extra
speedcrunch,extra
speeddial,extra
spek,extra
spotify-launcher,extra
spring,extra
springlobby,extra
spyder,extra
sqlitebrowser,extra
ssr,extra
ssr-aap,extra
ssr-binaural,extra
ssr-brs,extra
ssr-dca,extra
ssr-generic,extra
ssr-vbap,extra
ssr-wfs,extra
stardict,extra
steadyflow,extra
steam,multilib
stella,extra
sticky,extra
stlink-gui,extra
stoken-gui,extra
stoken-gui-small,extra
stopmotion,extra
studio.kx.distrho.Cardinal,extra
sugar-runner,extra
superproductivity,extra
supertux2,extra
supertuxkart,extra
swappy,extra
swayimg,extra
sweethome3d,extra
sxiv,extra
synapse,extra
syncplay,extra
syncplay-server,extra
system-config-printer,extra
systemadm,extra
systemsettings,extra
taskwarrior-tui,extra
tauonmb,extra
teamspeak3,extra
teeworlds,extra
tenacity,extra
terminator,extra
terminology,extra
texmaker,extra
texstudio,extra
thingy,extra
thunar,extra
thunar-bulk-rename,extra
thunar-settings,extra
thunar-volman-settings,extra
tilda,extra
tilda-dbus,extra
timeshift-gtk,extra
tint2,extra
tint2conf,extra
tkremind,extra
tlpui,extra
toxic,extra
transmageddon,extra
transmission-gtk,extra
transmission-qt,extra
tuna,extra
tuned-gui,extra
tuxcards,extra
tvtime,extra
typobuster,extra
ucblogo,extra
uget-gtk,extra
unison,extra
uqm,extra
urh,extra
urxvt,extra
urxvtc,extra
usbview,extra
user-dirs-update-gtk,extra
utox,extra
uuctl,extra
uxterm,extra
veracrypt,extra
viewnior,extra
vifm,extra
viking,extra
vim,extra
vimb,extra
vimiv,extra
virt-manager,extra
virtualbox,extra
visidata,extra
visualvm,extra
vivaldi-stable,extra
vlc,extra
vncviewer,extra
vokoscreenNG,extra
volumeicon,extra
vsid,extra
vu.b4.alsa-scarlett-gui,extra
vym,extra
warsow,extra
waydroid.app.install,extra
waydroid.market,extra
wcm,extra
webapp-manager,extra
weechat,extra
wf-locker-pin,extra
wheelmap-geo-handler,extra
wine,extra
winetricks,extra
wiremix,extra
wolf-spectrum,extra
work.openpaper.Paperwork,extra
wxcas,extra
x11vnc,extra
x128,extra
x42-whirl,extra
x64,extra
x64dtv,extra
x64sc,extra
xaos,extra
xarchiver,extra
xboard,extra
xboard-config,extra
xboard-fen-viewer,extra
xboard-pgn-viewer,extra
xboard-tourney,extra
xcalib,extra
xcas,extra
xcbm2,extra
xcbm5x0,extra
xchm,extra
xcolor,extra
xdg-desktop-portal-gnome,extra
xdg-desktop-portal-gtk,extra
xdg-desktop-portal-phosh,extra
xdg-desktop-portal-phrosh,extra
xdg-desktop-portal-xapp,extra
xdot,extra
xdvi,extra
xfburn,extra
xfce-backdrop-settings,extra
xfce-display-settings,extra
xfce-keyboard-settings,extra
xfce-mouse-settings,extra
xfce-session-settings,extra
xfce-settings-manager,extra
xfce-ui-settings,extra
xfce-wm-settings,extra
xfce-wmtweaks-settings,extra
xfce-workspaces-settings,extra
xfce4-about,extra
xfce4-accessibility-settings,extra
xfce4-appfinder,extra
xfce4-clipman,extra
xfce4-clipman-settings,extra
xfce4-color-settings,extra
xfce4-dict,extra
xfce4-file-manager,extra
xfce4-mail-reader,extra
xfce4-mime-settings,extra
xfce4-mixer,extra
xfce4-notes,extra
xfce4-notifyd-config,extra
xfce4-power-manager-settings,extra
xfce4-run,extra
xfce4-screensaver-preferences,extra
xfce4-screenshooter,extra
xfce4-sensors,extra
xfce4-session-logout,extra
xfce4-settings-editor,extra
xfce4-taskmanager,extra
xfce4-terminal,extra
xfce4-terminal-emulator,extra
xfce4-terminal-settings,extra
xfce4-web-browser,extra
xfmpc,extra
xgps,extra
xgpsspeed,extra
xine,extra
xiphos,extra
xjadeo,extra
xonotic,extra
xonotic-glx,extra
xpad,extra
xpdf,extra
xpet,extra
xplr,extra
xplus4,extra
xpra,extra
xpra-gui,extra
xpra-launcher,extra
xpra-shadow,extra
xreader,extra
xscpu64,extra
xscreensaver,extra
xscreensaver-settings,extra
xsensors,extra
xterm,extra
xvic,extra
xviewer,extra
yad-icon-browser,extra
yad-settings,extra
yass,extra
yazi,extra
yoshimi,extra
yubikey-personalization-gui,extra
zaproxy,extra
zaz,extra
zeitgeist-explorer,extra
zellij,extra
zenith,extra
zenmap,extra
zenmap-root,extra
zettlr,extra
zint-qt,extra
zita-at1,extra
zita-bls1,extra
zita-dc1,extra
zita-dpl1,extra
zita-mu1,extra
zita-rev1,extra
zps,extra
zutty,extra
zynaddsubfx-alsa,extra
zynaddsubfx-jack,extra
zynaddsubfx-jack-multi,extra
zynaddsubfx-oss,extra
